"ID","MUNID","ARRID","CATEG","SOUSCATEG","NOM","NO_CIV","GENERIQUE","SPECIFIQUE","EMPLACEMENT","Étage","Bureau","Ville","Code postal","Site internet","Téléphone","Poste","Latitude ","Longitude"
203,66023,"REM19","Sports et loisirs","Pataugeoires et jeux d'eau","Parc Marcelle-Barthe",,,,"rue Wolfe au nord de Robin",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925591&_dad=portal&_schema=PORTAL",311,,"45.520334","-73.561292"
84,66023,"REM19","Sports et loisirs","Jardins communautaires","Jardin communautaire Centre-Sud",,,,"rues Alexandre-DeSève et La Fontaine",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78989577&_dad=portal&_schema=PORTAL","514 868-4144",,"45.523323","-73.557794"
117,66023,"REM19","Sports et loisirs","Parcs","Parc Charles-S.-Campbell",,,,"rues Alexandre-DeSève et Sainte-Rose",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.521212","-73.552648"
122,66023,"REM19","Sports et loisirs","Parcs","Parc de la Chasse-Galerie",,,,"rues Amherst et du Glacis",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.514640","-73.550185"
115,66023,"REM19","Sports et loisirs","Parcs","Parc Berthier",,,,"rues Berthier et Visitation",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.522961","-73.562278"
136,66023,"REM19","Sports et loisirs","Parcs","Parc François-Dollier-De Casson",,,,"rues Bonsecours et Saint-Louis",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.511004","-73.553884"
162,66023,"REM19","Sports et loisirs","Parcs","Place Sun-Yat-Sen",,,,"rues Clark et De La Gauchetière Ouest",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.507824","-73.560340"
135,66023,"REM19","Sports et loisirs","Parcs","Parc Fleury-Mesplet",,,,"rues de la Commune Est et Berri",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.510779","-73.550334"
102,66023,"REM19","Sports et loisirs","Parcs","Belvédère du Chemin-Qui-Marche",,,,"rues de la Commune Est et Saint-André",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.512909","-73.548975"
137,66023,"REM19","Sports et loisirs","Parcs","Parc Hector-Charland",,,,"rues de la Visitation et Logan",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.520445","-73.558222"
147,66023,"REM19","Sports et loisirs","Parcs","Parc Médéric-Martin",,,,"rues de Rouen et du Havre",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.534934","-73.555075"
204,66023,"REM19","Sports et loisirs","Pataugeoires et jeux d'eau","Parc Médéric-Martin",,,,"rues de Rouen et du Havre",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925591&_dad=portal&_schema=PORTAL",311,,"45.534934","-73.555075"
52,66023,"REM19","Sports et loisirs","Aréna et patinoires","Patinoire Walter-Stewart",,,,"rues D'Iberville et de Rouen",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=5798,94909650&_dad=portal&_schema=PORTAL#vma",311,,"45.533059","-73.556338"
166,66023,"REM19","Sports et loisirs","Parcs","Parc Walter-Stewart",,,,"rues D'Iberville et Larivière",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.533059","-73.556338"
93,66023,"REM19","Sports et loisirs","Jardins communautaires","Jardin communautaire Sainte-Marie",,,,"rues Dufresne et La Fontaine",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78989577&_dad=portal&_schema=PORTAL","514 868-4144",,"45.529381","-73.551614"
157,66023,"REM19","Sports et loisirs","Parcs","Parc Sainte-Marie",,,,"rues Dufresne et La Fontaine",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.529313","-73.551008"
94,66023,"REM19","Sports et loisirs","Jardins communautaires","Jardin communautaire Saint-Eusèbe",,,,"rues Dufresne et Larivière",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78989577&_dad=portal&_schema=PORTAL","514 868-4144",,"45.532168","-73.556681"
153,66023,"REM19","Sports et loisirs","Parcs","Parc Pilote",,,,"rues Duke et Brennan",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.495503","-73.554218"
142,66023,"REM19","Sports et loisirs","Parcs","Parc Jos-Montferrand",,,,"rues Frontenac et Sainte-Catherine Est",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.530716","-73.546011"
103,66023,"REM19","Sports et loisirs","Parcs","Champ de Mars",,,,"rues Gosford et du Champ-de-Mars",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.508713","-73.555412"
105,66023,"REM19","Sports et loisirs","Parcs","Espace Pierre-Bourgault",,,,"rues La Fontaine et Plessis",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.523193","-73.559715"
192,66023,"REM19","Sports et loisirs","Parcs","Square des Frères-Charon",,,,"rues McGill et Wellington",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.499216","-73.554662"
116,66023,"REM19","Sports et loisirs","Parcs","Parc Charles-Mayer",,,,"rues Montcalm et Ontario Est",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.521120","-73.562085"
182,66023,"REM19","Sports et loisirs","Parcs","Place Jacques-Cartier",,,,"rues Notre-Dame Est et de la Commune Est",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.507975","-73.553284"
170,66023,"REM19","Sports et loisirs","Parcs","Place d'Armes",,,,"rues Notre-Dame Est et Saint-Jacques",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.504854","-73.557211"
89,66023,"REM19","Sports et loisirs","Jardins communautaires","Jardin communautaire Médéric-Martin",,,,"rues Ontario Est et de Rouen",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78989577&_dad=portal&_schema=PORTAL","514 868-4144",,"45.534607","-73.554167"
184,66023,"REM19","Sports et loisirs","Parcs","Place Joseph-Venne",,,,"rues Ontario Est et Poupart",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.531675","-73.553754"
90,66023,"REM19","Sports et loisirs","Jardins communautaires","Jardin communautaire Panet",,,,"rues Panet et La Fontaine",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78989577&_dad=portal&_schema=PORTAL","514 868-4144",,"45.522686","-73.560387"
154,66023,"REM19","Sports et loisirs","Parcs","Parc Raymond-Blain",,,,"rues Panet et La Fontaine",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.521497","-73.558797"
158,66023,"REM19","Sports et loisirs","Parcs","Parc Saint-Jacques",,,,"rues Saint-André et Robin",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.517763","-73.561828"
180,66023,"REM19","Sports et loisirs","Parcs","Place Émilie-Gamelin",,,,"rues Sainte-Catherine Est et Berri",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.515294","-73.559929"
125,66023,"REM19","Sports et loisirs","Parcs","Parc de l'Espoir",,,,"rues Sainte-Catherine Est et Panet",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.519793","-73.554776"
113,66023,"REM19","Sports et loisirs","Parcs","Parc Amherst",,,,"rues Sainte-Catherine Est et Wolfe",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.517718","-73.556774"
160,66023,"REM19","Sports et loisirs","Parcs","Parc Serge-Garant",,,,"rues Sainte-Catherine Ouest et Beaudry",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.519075","-73.556152"
196,66023,"REM19","Sports et loisirs","Parcs","Square Phillips",,,,"rues Sainte-Catherine Ouest et du Square-Phillips",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.503841","-73.568566"
87,66023,"REM19","Sports et loisirs","Jardins communautaires","Jardin communautaire Georges-Vanier",,,,"rues Saint-Jacques et Jean-D'Estrées",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78989577&_dad=portal&_schema=PORTAL","514 868-4144",,"45.495323","-73.566334"
159,66023,"REM19","Sports et loisirs","Parcs","Parc Julia-Drummond",,,,"rues Saint-Jacques et Lucien-L'Allier",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.493232","-73.567343"
181,66023,"REM19","Sports et loisirs","Parcs","Place Henri-Dunant",,,,"rues Tupper et Lambert-Closse",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.489629","-73.582172"
95,66023,"REM19","Sports et loisirs","Jardins communautaires","Jardin communautaire Versailles",,,,"rues Versailles et Saint-Antoine Ouest",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78989577&_dad=portal&_schema=PORTAL","514 868-4144",,"45.493848","-73.570164"
20,66023,"REM19","Lieux et bâtiments d'intérêt","Lieux récréatifs","Plage de l’Horloge",,,,"Vieux-Port de Montréal",,,"Montréal",,"http://www.vieuxportdemontreal.com/plage-de-lhorloge.html","514 496-7678",,"45.512572","-73.546118"
107,66023,"REM19","Sports et loisirs","Parcs","Jardin des Écluses",,,,"Vieux-Port de Montréal",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.497186","-73.551657"
132,66023,"REM19","Sports et loisirs","Parcs","Parc du bassin Bonsecours",,,,"Vieux-Port de Montréal",,,"Montréal",,"http://ville.montreal.qc.ca/portal/page?_pageid=7317,78925669&_dad=portal&_schema=PORTAL",311,,"45.508501","-73.547116"
215,66023,"REM19","Sports et loisirs","Plages","Plage de l’Horloge",,,,"Vieux-Port de Montréal",,,"Montréal",,"http://www.vieuxportdemontreal.com/plage-de-lhorloge.html","514 496-7678",,"45.512579","-73.546228"
15,66023,"REM19","Lieux et bâtiments d'intérêt","Lieux récréatifs","Île Notre-Dame",,,,"Île Notre-Dame",,,"Montréal",,"http://www.parcjeandrapeau.com/","514 872-6120",,"45.508151","-73.526881"
16,66023,"REM19","Lieux et bâtiments d'intérêt","Lieux récréatifs","Île Sainte-Hélène",,,,"Île Sainte-Hélène",,,"Montréal",,"http://www.parcjeandrapeau.com/","514 872-6120",,"45.515580","-73.533661"
19,66023,"REM19","Lieux et bâtiments d'intérêt","Lieux récréatifs","Parc Jean-Drapeau",,,,"Parc Jean-Drapeau",,,"Montréal",,"http://www.parcjeandrapeau.com/","514 872-6120",,"45.508648","-73.532546"
4,66032,,"Arts et culture","Bibliothèques","Bibliothèque et centre d’informatique Atwater",1200,"avenue","Atwater","1200 avenue Atwater",,,"Westmount","H3Z 1X4","http://www.atwaterlibrary.ca","514 935-7344",,"45.488681","-73.584257"
41,66032,,"Santé et sécurité publique","Postes de police de quartier","Poste de quartier 12",21,"rue","Stanton","21 rue Stanton",,,"Westmount","H3Y 3B1","http://www.spvm.qc.ca/fr/pdq12/","514 280-0112",,"45.486354","-73.598683"
