"NO_OUV","ADR","ACC_UNI","ASC","TYP_CHA","x","y","Longitude","lat"
2027," Avenue Jeanne-d'Arc , Montréal","NON","?","",301599.16556196,5045449.997765,-73.540993,45.548956
2028," Rue Grenet , Montréal","NON","?","",287798.96896397,5043379.8479045,-73.717659,45.530128
2029," Rue William-Tremblay , Montréal","NON","?","",299951.28339102,5045116.885605,-73.562094,45.545949
2030," Rue Viau E, Montréal","NON","0","",300371.16407171,5047660.711196,-73.55674,45.568842
2031," Rue Fullum , Montréal","NON","?","",299517.85897047,5044132.7205898,-73.567634,45.53709
2032," Chemin de la Côte-des-Neiges , Montréal","NON","?","",294003.58549821,5040633.1627286,-73.638163,45.505536
2033," Avenue Madison , Montréal","NON","?","",295309.46761682,5035947.9103957,-73.621361,45.463395
2034," Avenue Biermans , Montréal","NON","?","",294037.42835123,5036898.3421542,-73.637648,45.471929
2035," Rue Ontario E, Montréal","NON","?","",300293.75359753,5043025.0336493,-73.557689,45.527128
2036," Rue Forsyth , Montréal","NON","?","",304431.34962886,5058232.4318319,-73.504731,45.663983
2037," Rue Forsyth , Montréal","NON","?","",304444.04379186,5058215.3201798,-73.504568,45.663829
2038,"4101 Rue Sherbrooke E, Montréal","NON","?","",300101.08936141,5046723.7307362,-73.560191,45.560409
2039," Rue Prieur O, Montréal","NON","?","",291476.25105468,5045137.0675534,-73.670628,45.54602
2040," Rue Forsyth , Montréal","NON","?","",304458.77528967,5058210.8697502,-73.504379,45.663789
2080,"6405 16e Avenue , Montréal","NON","?","",298591.50675581,5046480.0072062,-73.579525,45.558204
2180,"","NON","?","",295451.28921438,5039708.6734747,-73.619619,45.497238
2181,"5200 Rue De Brébeuf , Montréal","NON","?","",298058.56636605,5043614.8105887,-73.586312,45.532417
2187,"3533 Avenue de Kent , Montréal","NON","?","",294361.11713529,5040272.4979086,-73.63358,45.502296
2188,"2560 Rue Masson , Montréal","NON","?","",298831.99474572,5044957.3802057,-73.576426,45.544505
2189," Rue Saint-Antoine (LCH) , Montréal","NON","?","",291142.1116504,5033134.0987392,-73.674573,45.438006
2199," 36e Avenue , Montréal","NON","?","",304002.57726024,5057938.4134462,-73.510233,45.661337
2201," Boulevard Pie-IX , Montréal","NON","0","",300248.84150036,5046251.7651708,-73.558294,45.556163
2212," Avenue Alexis-Carrel , Montréal","NON","?","",297863.78231194,5056012.4975106,-73.588982,45.643973
2218," Boulevard Pie-IX , Montréal","NON","?","",299831.33633555,5046480.4572496,-73.563644,45.558218
2220,"4581 Rue Sherbrooke E, Montréal","NON","0","",299757.80257132,5046785.9067389,-73.564589,45.560966
2246,"4455 Boulevard Pie-IX , Montréal","NON","?","",300358.04924444,5046231.683232,-73.556895,45.555983
2251,"12550 Avenue Alexis-Carrel , Montréal","NON","0","",297877.2848102,5056033.8195691,-73.588809,45.644165
2253,"2355 Rue Mullins , Montréal","NON","?","",299754.77543823,5037676.1672485,-73.564534,45.478993
2254,"6110 Rue de Marseille , Montréal","NON","?","",301728.86213053,5048483.8306632,-73.539351,45.576256
2255,"7480 Rue De Normanville , Montréal","NON","0","",295711.49893512,5045126.4865319,-73.61639,45.545993
2256,"550 Rue Vinet , Montréal","NON","?","",298905.85844271,5038213.6691411,-73.575399,45.483823
2257," Rue Lajeunesse , Montréal","NON","0","",291891.33121369,5046147.0550616,-73.665339,45.555116
2258," Rue Sauvé E, Montréal","NON","?","",293689.57199239,5047927.3869419,-73.642347,45.571167
2260,"1655 Rue Dudemaine , Montréal","NON","?","",290042.91591028,5044389.5753876,-73.688961,45.539265
2261,"1655 Avenue Papineau , Montréal","NON","?","",300523.50227605,5042700.4823158,-73.554745,45.524209
2262,"137 Boulevard de Maisonneuve E, Montréal","NON","?","",299668.25057151,5041432.7799268,-73.56568,45.512796
2263,"5855 Rue Turenne , Montréal","NON","?","",300564.36444857,5048605.5324128,-73.554273,45.577345
2264,"1450 Rue Rachel E, Montréal","NON","?","",299302.03345449,5043197.9603443,-73.570387,45.528677
2265,"5252 Avenue Decelles , Montréal","NON","?","",295436.8711527,5039734.3659552,-73.619804,45.497469
2267,"9175 Rue Hochelaga , Montréal","NON","?","",303440.80899544,5051877.2082734,-73.517425,45.606796
2268,"1555 Rue des Carrières , Montréal","NON","0","",297784.98612015,5044260.6729428,-73.589824,45.538226
2269,"3533 Avenue de Kent , Montréal","NON","?","",294379.2304439,5040263.7970686,-73.633348,45.502218
2270,"6262 Chemin Hudson , Montréal","NON","0","",294634.65613959,5040628.2222516,-73.630087,45.505501
2271," Avenue Saint-Kevin , Montréal","NON","?","",294402.03704604,5038838.5094656,-73.633026,45.489393
2272,"4900 Avenue Van Horne , Montréal","NON","?","",293981.7439494,5039158.4903579,-73.63841,45.492266
2273,"6800 Rue Sherbrooke O, Montréal","NON","?","",294499.45794221,5035612.8980523,-73.631712,45.460369
2274,"5355 Avenue Clanranald , Montréal","NON","?","",294148.64043684,5038203.2681369,-73.636254,45.483673
2275,"6665 Avenue McLynn , Montréal","NON","?","",293246.60426671,5038884.8639409,-73.647809,45.489792
2276,"999 Avenue d' Oxford , Montréal","NON","?","",296388.82614966,5036495.0132152,-73.607568,45.468332
2278,"2315 Rue Nicolet , Montréal","NON","?","",300992.05628739,5045418.4447187,-73.548768,45.548669
2279,"2300 Rue Dézéry , Montréal","NON","?","",300624.63491579,5044657.5412581,-73.553467,45.54182
2280,"1855 Avenue Émile-Legrand , Montréal","NON","?","",303269.97805982,5048989.9195231,-73.519606,45.580815
2282,"10550 Rue De Saint-Firmin , Montréal","NON","0","",292696.24342713,5047947.7789107,-73.655074,45.571334
2283,"6041 12e Avenue , Montréal","NON","?","",298369.13207451,5046142.0545789,-73.582369,45.555161
2284,"6633 6e Avenue , Montréal","NON","?","",297627.75666263,5045953.1563419,-73.591862,45.553454
2285,"5220 Boulevard Rosemont , Montréal","NON","?","",299944.57750764,5047945.8587253,-73.562208,45.571405
2286,"6244 35e Avenue , Montréal","NON","?","",299248.03995806,5047674.2725053,-73.571129,45.568956
2287,"2590 Rue Masson , Montréal","NON","?","",298901.74253151,5044967.5411867,-73.575533,45.544597
2288,"2560 Rue Masson , Montréal","NON","?","",298833.61141625,5044932.8178344,-73.576405,45.544284
2289,"7833 Avenue des Érables , Montréal","NON","0","",296045.16818521,5046076.1882199,-73.612134,45.554543
2290,"5555 Boulevard Pie-IX , Montréal","NON","0","",299298.89084493,5046741.1724201,-73.570467,45.56056
2291,"6525 Rue 41e , Montréal","NON","?","",299312.85524907,5048246.3277337,-73.570305,45.574104
2292,"5200 Rue De Brébeuf , Montréal","NON","0","",298036.15568322,5043619.2810203,-73.586599,45.532457
2293,"7645 20e Avenue , Montréal","NON","?","",297090.68386503,5047546.980216,-73.598766,45.56779
2294,"2255 Rue du Havre , Montréal","NON","?","",300429.13325792,5043930.991114,-73.555964,45.535281
2295," 17e Avenue , Montréal","NON","0","",297281.95413523,5047058.7630815,-73.596308,45.563399
2297,"9093 16e Avenue , Montréal","NON","0","",295003.85089978,5048354.488176,-73.625517,45.57503
2298,"9093 16e Avenue , Montréal","NON","?","",295021.93121512,5048335.4563386,-73.625285,45.574859
2300,"1900 Place Bossuet , Montréal","NON","?","",302628.37431503,5047713.4262853,-73.527822,45.569327
2301,"205 Rue Saint-Ferdinand , Montréal","NON","?","",298311.2041299,5037302.9912206,-73.582994,45.475623
2302,"4550 Rue Sainte-Émilie , Montréal","NON","0","",298179.97337399,5036974.8495405,-73.584668,45.472669
2303,"8950 10e Avenue , Montréal","NON","0","",294993.31779637,5047755.6203589,-73.62564,45.569641
2304,"810 Rue Chatham , Montréal","NON","?","",298996.41673745,5038755.7914797,-73.574247,45.488702
2305,"4151 Rue 53e , Montréal","NON","?","",294986.46344325,5049208.3506113,-73.625757,45.582713
2306,"7035 2e Avenue , Montréal","NON","0","",297164.43208556,5046128.7332928,-73.597799,45.555029
2307,"7601 Rue François-Perrault , Montréal","NON","0","",296988.55317868,5046957.2232785,-73.600065,45.562482
2308,"7601 Rue François-Perrault , Montréal","NON","?","",296947.91371078,5046984.055869,-73.600586,45.562723
2309,"1990 Rue de Maricourt (MTL) , Montréal","NON","?","",297631.41891628,5035340.0617116,-73.59166,45.457953
2312," Avenue De Montmagny , Montréal","NON","?","",296561.7026684,5035237.4618062,-73.605336,45.457018
2313,"3500 Avenue Laurier , Montréal","NON","?","",299459.18867714,5045856.5370139,-73.568404,45.552601
2314," Rue Legendre O, Montréal","NON","?","",293175.16557551,5044455.6717688,-73.648855,45.539919
2316,"7205 Rue Chambord , Montréal","NON","0","",296198.98283865,5045061.3502434,-73.610146,45.545413
2317,"205 Rue Faillon E, Montréal","NON","0","",294940.12438689,5043812.1896445,-73.626242,45.534156
2318,"2325 Boulevard de Maisonneuve E, Montréal","NON","?","",300945.69248607,5043169.0675549,-73.549344,45.528428
2319,"8888 Avenue De Chateaubriand , Montréal","NON","0","",294000.17894245,5045459.9287237,-73.638313,45.548969
2321,"9900 Avenue Hamel , Montréal","NON","0","",292960.65979057,5046779.8361528,-73.651658,45.560829
2323,"4422 Avenue de l' Esplanade , Montréal","NON","0","",297974.30153874,5041975.2723012,-73.587368,45.517663
2324,"1650 Avenue Valois , Montréal","NON","?","",301585.4073658,5045119.0558145,-73.541167,45.545978
2326," Rue Paré , Montréal","NON","?","",292722.64629638,5039850.7971959,-73.654536,45.498475
2327,"3170 Boulevard Pierre-Bernard , Montréal","NON","?","",302761.15575493,5051821.7129156,-73.526138,45.606295
2328,"1855 Rue de Ville-Marie , Montréal","NON","?","",302211.81770691,5046634.712142,-73.533153,45.559619
2329,"2330 Rue Rachel E, Montréal","NON","?","",299812.73637612,5043904.3285399,-73.563856,45.535037
2330," Avenue De Montmagny , Montréal","NON","0","",296631.2359979,5035241.2621731,-73.604447,45.457053
2331,"9200 Rue Notre-Dame E, Montréal","NON","0","",303914.57594441,5051744.2054327,-73.511351,45.6056
2332,"6265 Avenue Biermans , Montréal","NON","0","",294009.43355641,5036896.2719543,-73.638006,45.47191
2333,"6655 Avenue De Gaspé , Montréal","NON","0","",296253.13305315,5043708.3596203,-73.609429,45.533239
2334,"6800 Rue de Marseille , Montréal","NON","?","",301954.22270332,5049264.426025,-73.536468,45.583281
2335,"5027 Avenue Doherty , Montréal","NON","?","",293291.21942439,5035674.1239633,-73.647163,45.460901
2337,"9260 Rue Saint-Denis , Montréal","NON","?","",293202.21181364,5045267.6601614,-73.648528,45.547226
2339,"12170 Rue Grenet , Montréal","NON","?","",287814.20360924,5043382.028115,-73.717464,45.530148
2342," Rue Saint-Hubert , Montréal","NON","0","",294164.3947262,5045693.9213143,-73.636215,45.551077
2343,"490 85e Avenue , Montréal","NON","?","",305761.49005376,5061296.5676557,-73.487655,45.691554
2344,"490 85e Avenue , Montréal","NON","0","",305753.15925154,5061281.676218,-73.487762,45.69142
2345,"14555 60e Avenue , Montréal","NON","?","",305036.21536065,5059543.4684045,-73.496968,45.67578
2346," Boulevard Saint-Jean-Baptiste , Montréal","NON","?","",304829.07532461,5055698.3571822,-73.499627,45.641181
2347,"13000 Rue Prince-Albert , Montréal","NON","?","",305400.89829033,5057085.4410968,-73.49229,45.653662
2348,"13000 Rue Prince-Albert , Montréal","NON","0","",305402.91912849,5057125.4549599,-73.492264,45.654022
2351,"3995 Rue 42e , Montréal","NON","?","",303519.38248261,5058482.4959741,-73.516435,45.666232
2352,"3995 Rue 42e , Montréal","NON","0","",303503.80140794,5058490.7167677,-73.516635,45.666306
2355,"969 Rue de Louvain E, Montréal","NON","0","",293183.14170002,5046186.5288726,-73.648794,45.555494
2356,"1330 Rue des Carrières , Montréal","NON","0","",297711.88951683,5044061.273692,-73.590757,45.536431
2357,"3699 Boulevard Crémazie E, Montréal","NON","0","",296674.77887411,5047415.7075424,-73.604092,45.566604
2358,"2220 Rue Dickson , Montréal","NON","0","",302193.5311836,5047530.1085871,-73.533392,45.567676
2359,"3535 36e Avenue , Montréal","NON","0","",304049.72465187,5057944.5240361,-73.509628,45.661392
2360,"2240 Rue Michel-Jurdant , Montréal","NON","0","",295557.79150982,5046479.4071482,-73.618384,45.558165
2366,"4250 Rue René-Goupil , Montréal","NON","?","",296152.5612991,5048706.752185,-73.610805,45.578215
2367,"4455 Boulevard Pie-IX , Montréal","NON","0","",300194.38609807,5046304.2502379,-73.558992,45.556635
2368,"8055 Avenue Pierre-De Coubertin , Montréal","NON","?","",302739.62764223,5050627.4876204,-73.526409,45.595549
2369,"5434 Avenue du Parc , Montréal","NON","1","Électricité",296859.86290503,5042426.5558699,-73.60164,45.521712
2370," Rue de Rouen , Montréal","NON","?","",300107.94371453,5043357.4457417,-73.560071,45.530118
2372,"4101 Rue Sherbrooke E, Montréal","NON","0","",300178.54107719,5046631.4418263,-73.559198,45.559579
2373,"1250 Rue des Carrières , Montréal","NON","0","",297731.01736868,5043910.2191086,-73.59051,45.535072
2374,"3161 Rue Joseph , Verdun","NON","?","",299119.00325501,5037051.8269722,-73.572659,45.47337
2379,"955 Place de Louvain E, Montréal","NON","0","",293098.21700719,5046154.3457655,-73.649881,45.555203
2383,"2060 Rue Dickson , Montréal","NON","0","",302216.09033618,5047335.8398316,-73.533102,45.565928
2386,"8673 Rue Notre-Dame E, Montréal","NON","?","",303891.2167049,5050948.0585696,-73.511649,45.598436
2390,"2633 Rue Ontario E, Montréal","1","1","Électricité",300718.954444,5043797.9882734,-73.552252,45.534086
2391,"5354 Avenue Gatineau , Montréal","NON","1","Électricité",295252.75217511,5039690.9717657,-73.622159,45.497076
2394,"13000 Rue Prince-Albert , Montréal","NON","0","",305390.76110623,5057156.6779743,-73.49242,45.654303
2395,"3535 36e Avenue , Montréal","NON","?","",304092.42619954,5057946.7342495,-73.50908,45.661412
2396,"3535 36e Avenue , Montréal","NON","0","",303981.77499963,5057992.3186504,-73.5105,45.661822
2402,"4777 Avenue Pierre-De Coubertin , Montréal","NON","0","",300919.17414036,5046635.9322598,-73.549711,45.559624
2403,"2235 Rue Michel-Jurdant , Montréal","NON","?","",294727.62294348,5046643.0529472,-73.629021,45.559626
2405,"3555 Rue Saint-Urbain , Montréal","NON","0","Électricité",299153.07706096,5041382.5550779,-73.572273,45.51234
2406,"3444 Rue Saint-Joseph E, Montréal","NON","0","",299642.22712494,5045600.002247,-73.566057,45.550294
2407,"3444 Rue Saint-Joseph E, Montréal","NON","0","Gaz naturel",299667.51647112,5045687.1106568,-73.565734,45.551078
2411,"4581 Rue Sherbrooke E, Montréal","NON","?","",300314.51461655,5046813.0393584,-73.557458,45.561214
2412,"4101 Rue Sherbrooke E, Montréal","NON","0","",299701.89546487,5046582.0170546,-73.565303,45.559131
2413,"4101 Rue Sherbrooke E, Montréal","NON","?","",300459.7510182,5046413.7508095,-73.555594,45.557622
2414,"4101 Rue Sherbrooke E, Montréal","NON","?","",300314.60534806,5046291.0489634,-73.557452,45.556517
2415," Boulevard Pie-IX , Montréal","NON","?","",299689.86941571,5046572.2461113,-73.565457,45.559043
2416," Boulevard Rosemont , Montréal","NON","?","",299342.44196946,5047176.6544632,-73.569914,45.564479
2421,"4581 Rue Sherbrooke E, Montréal","NON","?","",300290.87493419,5046729.0412489,-73.55776,45.560458
2422,"4101 Rue Sherbrooke E, Montréal","NON","?","",300099.70364381,5046745.9628826,-73.560209,45.560609
2423,"4101 Rue Sherbrooke E, Montréal","NON","?","",299993.9024555,5046715.1499078,-73.561564,45.560331
2424,"4101 Rue Sherbrooke E, Montréal","NON","?","",300022.34265954,5046751.4634136,-73.5612,45.560658
2425,"4101 Rue Sherbrooke E, Montréal","NON","0","",300383.6355301,5046535.2725417,-73.55657,45.558715
2426,"6100 Rue De Pontgravé , Montréal","NON","0","",287979.67313748,5042781.9201782,-73.715325,45.524752
2429,"6200 Avenue de Darlington , Montréal","NON","?","",294773.39286583,5040649.004258,-73.628312,45.50569
2431,"5100 Rue Hochelaga , Montréal","NON","0","Électricité",301586.76833844,5047012.9586594,-73.541162,45.56302
2435,"2235 Rue Michel-Jurdant , Montréal","NON","?","",295420.91065536,5046672.3157724,-73.620141,45.559899
2436,"2235 Rue Michel-Jurdant , Montréal","NON","?","",295329.03262958,5046678.6763865,-73.621318,45.559955
2438,"2235 Rue Michel-Jurdant , Montréal","NON","?","",295296.58374248,5046692.1776899,-73.621734,45.560076
2440,"2235 Rue Michel-Jurdant , Montréal","NON","?","",294217.32418948,5047351.0312983,-73.635573,45.565989
2441,"4101 Rue Sherbrooke E, Montréal","NON","?","",300218.71039091,5046577.1765873,-73.558683,45.559091
2442,"4101 Rue Sherbrooke E, Montréal","NON","?","",300160.72470807,5046606.2193912,-73.559426,45.559352
2443,"4101 Rue Sherbrooke E, Montréal","NON","?","",300238.72906122,5046623.1710278,-73.558427,45.559505
2444,"4101 Rue Sherbrooke E, Montréal","NON","?","",300275.31860448,5046596.0284073,-73.557958,45.559261
2445,"4101 Rue Sherbrooke E, Montréal","NON","?","",300205.15840273,5046620.6407835,-73.558857,45.559482
2446,"4101 Rue Sherbrooke E, Montréal","NON","0","",300198.54325086,5046541.5131442,-73.558941,45.55877
2447,"4101 Rue Sherbrooke E, Montréal","NON","?","",300155.61075026,5046652.4538548,-73.559492,45.559768
